UIN,event_name,event_topic,event_keywords,event_type,event_role,event_start_date,event_end_date,event_other_participants,other_participants_role,event_sponsor,event_location,event_city,event_country,event_link,event_processed_timestamp,event_inserted_timestamp,event_updated_timestamp,event_processed_date,event_inserted_date,event_updated_date,event_delete_flag_timestamp,event_processed_date timestamp,event_inserted_date timestamp
CG005818,2024 Transcatheter Cardiovascular Therapeutics Asia Pacific Cardiovascular Summit,Discussion on Antithrombotic,Cardiology,Summit,Panellist,2024-04-25,2024-04-27,,,CardioVascular Research Foundation,Songdo Convensia Convention Center,Incheon,South Korea,http://efaidnbmnnnibpcajpcglclefindmkaj/https://www.summit-tctap.com/2024/TCTAP2024_Programbook.pdf,12:04,12:04,,2025-04-16,2025-04-16,,,2025-04-16 12:04:24,2025-04-16 12:04:24
CG005818,2022 Transcatheter Cardiovascular Therapeutics Asia Pacific Cardiovascular Summit,All in One-CTO Plasty in COVID pt with TVD,Chronic Total Occlusion,Webinar,Speaker,2022-04-27,2022-04-27,,,CardioVascular Research Foundation,Songdo Convensia Convention Center,Seoul,South Korea,https://www.summit-tctap.com/2022/program_view.php?mode=live&type02_key=6686,12:04,12:04,,2025-04-16,2025-04-16,,,2025-04-16 12:04:24,2025-04-16 12:04:24
CG005818,2023 Transcatheter Cardiovascular Therapeutics Asia Pacific Cardiovascular Summit,Paravalvar Device Closure in a 11YR Old Child With Re-Re Do MVR,Cardiology,Conference,Speaker,2023-05-06,2023-05-09,,,Aspen Pharmacare Asia Limited & Handok Inc,Grand Walkerhill Seoul Hotel,Seoul,South Korea,https://www.summit-tctap.com/2023/TCTAP2023_Program.pdf,12:04,12:04,,2025-04-16,2025-04-16,,,2025-04-16 12:04:24,2025-04-16 12:04:24
CG005818,2023 Transcatheter Cardiovascular Therapeutics Asia Pacific Cardiovascular Summit,Discussion on Sophisticated,Cardiology,Conference,Panellist,2023-05-06,2023-05-09,,,Aspen Pharmacare Asia Limited & Handok Inc,Grand Walkerhill Seoul Hotel,Seoul,South Korea,https://www.summit-tctap.com/2023/TCTAP2023_Program.pdf,12:04,12:04,,2025-04-16,2025-04-16,,,2025-04-16 12:04:24,2025-04-16 12:04:24
CG005818,2025 EuroPCR Course,Discussion and audience interaction BVS failure in one year,Heart Failure,Course,Speaker,2025-05-20,2025-05-23,,,European Society of Cardiology,Palais des congrès de Paris,Paris,France,https://interactive-programme.europa-organisation.com/pdf/europcr2025/programme_europcr2025.pdf,12:04,12:04,,2025-04-16,2025-04-16,,,2025-04-16 12:04:24,2025-04-16 12:04:24
CG005818,2025 EuroPCR Course,Techniques and decision making in management of coronary bifurcation lesion,Coronary Syndrome,Course,Speaker,2025-05-20,2025-05-23,,,European Society of Cardiology,Palais des congrès de Paris,Paris,France,https://interactive-programme.europa-organisation.com/pdf/europcr2025/programme_europcr2025.pdf,12:04,12:04,,2025-04-16,2025-04-16,,,2025-04-16 12:04:24,2025-04-16 12:04:24
CG005818,2025 Cardiovascular Summit Transcatheter Cardiovascular Therapeutics Asia Pacific,Acute Coronary Syndromes,Coronary Syndrome,Summit,Panellist,2025-04-23,2025-04-26,,,CardioVascular Research Foundation,COEX Convention & Exhibition Center,Seoul,South Korea,http://efaidnbmnnnibpcajpcglclefindmkaj/https://www.summit-tctap.com/2025/TCTAP2025_Programbook.pdf?v=2025042311,12:04,12:04,,2025-04-16,2025-04-16,,,2025-04-16 12:04:24,2025-04-16 12:04:24
CG005818,2025 Cardiovascular Summit Transcatheter Cardiovascular Therapeutics Asia Pacific,Acute Coronary Syndrome and MI: Brand New Issues,Coronary Syndrome,Summit,Panellist,2025-04-23,2025-04-26,,,CardioVascular Research Foundation,COEX Convention & Exhibition Center,Seoul,South Korea,http://efaidnbmnnnibpcajpcglclefindmkaj/https://www.summit-tctap.com/2025/TCTAP2025_Programbook.pdf?v=2025042311,12:04,12:04,,2025-04-16,2025-04-16,,,2025-04-16 12:04:24,2025-04-16 12:04:24
CG005818,2024 Annual Singapore Live Conference,Managing Coronary Calcification: From Easy to Complex,Coronary Syndrome,Meeting,Speaker,2024-01-19,2024-01-19,,,Medtronic,Raffles City Convention Centre,Singapore,Singapore,https://www.positiveindia.net.in/dr-padhi-of-mmi-narayana-hospital-invited-as-faculty-for-singapore-live-2024/,12:04,12:04,,2025-04-16,2025-04-16,,,2025-04-16 12:04:24,2025-04-16 12:04:24
CG005818,2021 Transcatheter Cardiovascular Therapeutics Asia Pacific Cardiovascular Virtual Summit,Discussion on Cardiology,Cardiology,Summit,Speaker,2021-04-21,2021-04-24,,,CardioVascular Research Foundation,,,,https://www.summit-tctap.com/2021/faculty_list.php#international,12:04,12:04,,2025-04-16,2025-04-16,,,2025-04-16 12:04:24,2025-04-16 12:04:24
CG005818,2024 European Association of Percutaneous Cardiovascular Interventions,Discussion on Cardiology,Cardiology,Congress,Speaker,2024-05-14,2024-05-14,,,Numerous Industry Partners,Palais des congrès de Paris,Paris,France,https://www.pcronline.com/Courses/EuroPCR/Programme/2024/Faculty,12:04,12:04,,2025-04-16,2025-04-16,,,2025-04-16 12:04:24,2025-04-16 12:04:24
CG006704,2023 Platinum Jubilee Annual Conference of Cardiological Society of India,Discussion on Cardiology,Cardiology,Conference,Speaker,2023-12-07,2023-12-10,,,Cardiological Society of India,ITC Royal Bengal,Kolkata,India,https://csi.org.in/frontend/assets/assets/csicon.pdf,13:25,13:25,,2025-04-16,2025-04-16,,,2025-04-16 13:25:52,2025-04-16 13:25:52
CG006704,2023 Platinum Jubilee Annual Conference of Cardiological Society of India,Echo in Systemic Disorders,STEMI,Conference,Panellist,2023-12-07,2023-12-10,,,Cardiological Society of India,ITC Royal Bengal,Kolkata,India,https://csi.org.in/frontend/assets/assets/csicon.pdf,13:25,13:25,,2025-04-16,2025-04-16,,,2025-04-16 13:25:52,2025-04-16 13:25:52
CG006704,2023 Platinum Jubilee Annual Conference of Cardiological Society of India,Advances in HCM,Cardiology,Conference,Panellist,2023-12-07,2023-12-10,,,Cardiological Society of India,ITC Royal Bengal,Kolkata,India,https://csi.org.in/frontend/assets/assets/csicon.pdf,13:25,13:25,,2025-04-16,2025-04-16,,,2025-04-16 13:25:52,2025-04-16 13:25:52
DL002097,2025 Dwarka Physician Forum,Cardiorenal benefits of Finerenone across the CKD in T2D spectrum – insights from FIDELITY & real-world evidence,Finerenone,Forum,Speaker,2025-04-19,2025-04-19,,,Dwarka Physician Forum,Hotel Jaiminis Landmark,Dwarka,India,https://www.facebook.com/100057596222971/posts/dwarka-physician-forum-conducted-cme-as-per-following-program-finerenone-cross-t/1143785870884610/,17:29,17:29,,2025-04-17,2025-04-17,,,2025-04-17 17:29:50,2025-04-17 17:29:50
DL004776,2024 Endocrine Society of Delhi Annual Conference,Diabetes,Diabetes,Conference,Chair,2024-11-23,2024-11-24,"Sudhir Tripathi, Deepak Khandelwal",Panellist,Endocrine Society of Delhi,Taj Vivanta,New Delhi,India,https://endocrinesocietydelhi.com/assets/images/Brochure_111424.pdf,14:20,14:20,,2025-04-28,2025-04-28,,,2025-04-28 14:20:08,2025-04-28 14:20:08
DL004776,2024 Endocrine & Diabetes Update,Seng The Context,Diabetes,Meeting,Speaker,2024-12-01,2024-12-01,,,Haryana Medical Council,Radha Krishnan Auditorium MDU Campus,Rohtak,India,https://speedbharat.com/content/Sci-Prog-Brochure.pdf,14:20,14:20,,2025-04-28,2025-04-28,,,2025-04-28 14:20:08,2025-04-28 14:20:08
DL004985,2021 Webinar on Mexiletine : An Unexplored Antiarrhythmic Drug,Mexiletine : An Unexplored Antiarrhythmic Drug,Mexiletine,Webinar,Speaker,2021-10-13,2021-10-13,,,Fortis Escorts Heart Institute,Fortis Escorts Heart Institute,New Delhi,India,https://www.youtube.com/watch?v=TGoMZl1QMEU,11:17,11:17,,2025-04-18,2025-04-18,,,2025-04-18 11:17:25,2025-04-18 11:17:25
DL004985,2025 Complex and High-risk Interventional Procedures-Chronic Total Occlusion India Conference,Leadless Pacemaker,Chronic Total Occlusion,Conference,Chair,2025-01-30,2025-02-01,,,Indian Foundation of Advanced Cardiovascular Interventions,Hotel Pullman,New Delhi,India,https://chipctoindia.com/assets/scientific-agenda.pdf,11:17,11:17,,2025-04-18,2025-04-18,,,2025-04-18 11:17:25,2025-04-18 11:17:25
DL004985,2025 India Live Cardiology Conference of Interventional Cardiology Foundation of India,Challenging CD Presentation 13 - Structural and Valve Disease,Cardiovascular Disease,Conference,Panellist,2025-03-20,2025-03-23,,,Interventional Cardiology Foundation of India,Jio World Convention Centre,Mumbai,India,https://indialiveintcardiology.com/Brochure/Scientific_Agenda_India_Live_2025.pdf,11:17,11:17,,2025-04-18,2025-04-18,,,2025-04-18 11:17:25,2025-04-18 11:17:25
DL004985,2024 India Live Cardiology Conference,PCI in Acute MI,Percutaneous Coronary Intervention,Conference,Moderator,2024-02-29,2024-03-03,,,,Taj Palace,New Delhi,India,https://indialiveintcardiology.com/Backup2024/Home/program.php,11:17,11:17,,2025-04-18,2025-04-18,,,2025-04-18 11:17:25,2025-04-18 11:17:25
DL004985,2024 India Live Cardiology Conference,PCI in Acute MI,Percutaneous Coronary Intervention,Conference,Moderator,2024-02-29,2024-03-03,,,,Taj Palace,New Delhi,India,https://indialiveintcardiology.com/Backup2024/Home/program.php,11:17,11:17,,2025-04-18,2025-04-18,,,2025-04-18 11:17:25,2025-04-18 11:17:25
DL004985,2024 India Live Cardiology Conference,PCI in Acute MI,Percutaneous Coronary Intervention,Conference,Moderator,2024-02-29,2024-03-03,,,,Taj Palace,New Delhi,India,https://indialiveintcardiology.com/Backup2024/Home/program.php,11:17,11:17,,2025-04-18,2025-04-18,,,2025-04-18 11:17:25,2025-04-18 11:17:25
DL004985,2024 India Live Cardiology Conference,PCI in Acute MI,Percutaneous Coronary Intervention,Conference,Moderator,2024-02-29,2024-03-03,,,,Taj Palace,New Delhi,India,https://indialiveintcardiology.com/Backup2024/Home/program.php,11:17,11:17,,2025-04-18,2025-04-18,,,2025-04-18 11:17:25,2025-04-18 11:17:25
DL005112,2021 World Heart Day,"On this World Heart Day, let’s make sure that each and every individual knows how important it is to take proper care of the Heart",Heart Disease,Webinar,Speaker,2021-09-29,2021-09-29,,,Siliguri Times,,,,https://www.facebook.com/siliguritimes/videos/happy-world-heart-day-2021-on-this-world-heart-day-lets-make-sure-that-each-and-/2037511773080715/,17:31,17:31,,2025-04-20,2025-04-20,,,2025-04-20 17:31:21,2025-04-20 17:31:21
DL005112,2021 Superspeciality Clinic OPD in Jalpaiguri,"Panacea Medicine & Diagnostic, Jalpaiguri",Panacea Medicine,Webinar,Speaker,2021-02-19,2021-02-19,,,Neotia Getwel Healthcare Centre Superspeciality,,Jalpaiguri,India,https://www.facebook.com/neotiagetwel/photos/a.549552681802849/3778980398860045/?type=3,17:31,17:31,,2025-04-20,2025-04-20,,,2025-04-20 17:31:21,2025-04-20 17:31:21
DL008268,2021 Annual Virtual Conference of Cardiological Society of India Delhi Branch,CT Coronary scoring in CV health,Coronary Syndrome,Conference,Speaker,2021-03-20,2021-03-21,,,Cardiological Society of India - Delhi Branch,,,,https://www.csidelhi.in/fassets/download/1489402796_s_CSI-final-agenda.pdf,16:49,16:49,,2025-04-25,2025-04-25,,,2025-04-25 16:49:24,2025-04-25 16:49:24
DL008300,2021 Annual Virtual Conference of Cardiological Society of India Delhi Branch,Hypertension: Newer Horizons,Hypertension,Conference,Chair,2021-03-20,2021-03-21,"Sanjay Mittal, Ajay Mittal, Sandeep Singh, Vinod Sharma, Rakesh Verma, Rs Ahlawat",Chair,Cardiological Society of India - Delhi Branch,,,,https://www.csidelhi.in/fassets/download/1489402796_s_CSI-final-agenda.pdf,14:50,14:50,,2025-04-25,2025-04-25,,,2025-04-25 14:50:22,2025-04-25 14:50:22
DL008333,2024 Annual Conference of Research Society for the Study of Diabetes in India and International Diabetes Federation Southeast Asia Region Diabetes Congress,Preconception Care: Why When & How ?,Diabetes,Conference,Speaker,2024-11-14,2024-11-17,,,Research Society for the Study of Diabetes in India,Yashobhoomi,Dwarka,India,https://rssdi2024delhi.com/pdf/rssdi-2024-brochure.pdf,17:23,17:23,,2025-04-15,2025-04-15,,,2025-04-15 17:23:29,2025-04-15 17:23:29
DL008333,2024 Annual Conference of Research Society for the Study of Diabetes in India and International Diabetes Federation Southeast Asia Region Diabetes Congress,Neuropathy,Diabetes,Conference,Chair,2024-11-14,2024-11-17,,,Research Society for the Study of Diabetes in India,Yashobhoomi,Dwarka,India,https://rssdi2024delhi.com/pdf/rssdi-2024-brochure.pdf,17:23,17:23,,2025-04-15,2025-04-15,,,2025-04-15 17:23:29,2025-04-15 17:23:29
DL008333,2024 Annual Conference of Research Society for the Study of Diabetes in India and International Diabetes Federation Southeast Asia Region Diabetes Congress,Nutrition care process in diabetes,Diabetes,Conference,Speaker,2024-11-14,2024-11-17,,,Research Society for the Study of Diabetes in India,Yashobhoomi,Dwarka,India,https://rssdi2024delhi.com/pdf/rssdi-2024-brochure.pdf,17:23,17:23,,2025-04-15,2025-04-15,,,2025-04-15 17:23:29,2025-04-15 17:23:29
DL008333,2024 International Symposium In Diabetes,Welcome & Inaugural,Diabetes,Conference,Chair,2024-09-20,2024-09-22,,,North Delhi Diabetes Centre,The Lalit,New Delhi,India,https://cmre.in/scientific-program/,17:23,17:23,,2025-04-15,2025-04-15,,,2025-04-15 17:23:29,2025-04-15 17:23:29
DL008333,2024 International Symposium In Diabetes,Fit Fat Concept- Myth or Reality?,Diabetes,Conference,Speaker,2024-09-20,2024-09-22,,,North Delhi Diabetes Centre,The Lalit,New Delhi,India,https://cmre.in/scientific-program/,17:23,17:23,,2025-04-15,2025-04-15,,,2025-04-15 17:23:29,2025-04-15 17:23:29
DL008333,2024 International Symposium In Diabetes,Welcome & Inaugural,Diabetes,Conference,Chair,2024-09-20,2024-09-22,,,North Delhi Diabetes Centre,The Lalit,New Delhi,India,https://cmre.in/scientific-program/,17:23,17:23,,2025-04-15,2025-04-15,,,2025-04-15 17:23:29,2025-04-15 17:23:29
DL008333,2024 International Symposium In Diabetes,Welcome,Diabetes,Conference,Chair,2024-09-20,2024-09-22,,,North Delhi Diabetes Centre,The Lalit,New Delhi,India,https://cmre.in/scientific-program/,17:23,17:23,,2025-04-15,2025-04-15,,,2025-04-15 17:23:29,2025-04-15 17:23:29
DL008333,2024 International Symposium In Diabetes,Is it End of the Road for Bariatric Surgery with Newer Anti-Obesity Drugs,Obesity,Conference,Speaker,2024-09-20,2024-09-22,,,North Delhi Diabetes Centre,The Lalit,New Delhi,India,https://cmre.in/scientific-program/,17:23,17:23,,2025-04-15,2025-04-15,,,2025-04-15 17:23:29,2025-04-15 17:23:29
DL008333,2024 International Symposium In Diabetes,CMRE Orations,Diabetes,Conference,Speaker,2024-09-20,2024-09-22,,,North Delhi Diabetes Centre,The Lalit,New Delhi,India,https://cmre.in/scientific-program/,17:23,17:23,,2025-04-15,2025-04-15,,,2025-04-15 17:23:29,2025-04-15 17:23:29
DL008333,2024 International Symposium In Diabetes,Preconception Planning & Care,Diabetes,Conference,Speaker,2024-09-20,2024-09-22,,,North Delhi Diabetes Centre,The Lalit,New Delhi,India,https://cmre.in/scientific-program/,17:23,17:23,,2025-04-15,2025-04-15,,,2025-04-15 17:23:29,2025-04-15 17:23:29
DL008333,2024 International Diabetes Experts Consortium,Special Lecture Series 4,Diabetes,Meeting,Chair,2024-07-05,2024-07-07,"Manisha Deshmukh, Arati Shahade",Co-Chair,"International Diabetes Experts Consortium, Emory University",J W Mariott,Pune,India,https://idecpune.com/idec2024/IDEC%202024%20Brochure%20(V14).pdf,17:23,17:23,,2025-04-15,2025-04-15,,,2025-04-15 17:23:29,2025-04-15 17:23:29
DL008333,2024 International Diabetes Experts Consortium,CGMS in non-insulin treated patients of diabetes with pregnancy - is it necessary?,Diabetes,Meeting,Speaker,2024-07-05,2024-07-07,,,"International Diabetes Experts Consortium, Emory University",J W Mariott,Pune,India,https://idecpune.com/idec2024/IDEC%202024%20Brochure%20(V14).pdf,17:23,17:23,,2025-04-15,2025-04-15,,,2025-04-15 17:23:29,2025-04-15 17:23:29
DL008333,2025 The International Diabetes Federation Conference,Future of wearable devices for continuous glucose monitoring,Diabetes,Meeting,Speaker,2025-04-18,2025-04-18,,,International Diabetes Federation,,,,https://conference.idf.org/cmsearchableprogramme/conferencemanager/programme/personid/anonymous/BA2025/normal/0b043bad6d30b7641c8df4bb4ba50591f39d2bfe#!sessiondetails/0000039320_0,17:23,17:23,,2025-04-15,2025-04-15,,,2025-04-15 17:23:29,2025-04-15 17:23:29
DL008333,2024 World Congress on Prevention of Diabetes and Its Complications,Metformin in Pregnancy - Is It Yes?,Diabetes,Congress,Speaker,2024-08-30,2024-09-01,,,Diabetes Research & Solutions,The Westin Mumbai Powai Lake,Mumbai,India,https://www.medtalks.in/uploads/conference/DRS-WCPD-Scientific-Agenda.pdf,17:23,17:23,,2025-04-15,2025-04-15,,,2025-04-15 17:23:29,2025-04-15 17:23:29
DL008333,2024 American Association of Clinical Endocrinology Annual Meeting,12 Age-Related Glycemic Trends in Type 2 Diabetes presenting with Complications over a decade of Standard Care Treatment,Diabetes,Meeting,Co-Author,2024-05-09,2024-05-09,"Rajeev Chawla, Shubhaa Chawla, Siddhant Trehan, Aastha Chawla, Chahat Jaggi",Co-Author,American Association of Clinical Endocrinology,,New Orleans,United States,https://www.sciencedirect.com/journal/endocrine-practice/vol/30/issue/5/suppl/S?page-size=100&page=2,17:23,17:23,,2025-04-15,2025-04-15,,,2025-04-15 17:23:29,2025-04-15 17:23:29
DL008333,2024 American Association of Clinical Endocrinology Annual Meeting,Paradox in T2DM Management: Relative ineffectiveness of Oral Semaglutide in Overweight Patients - A Real-World Study,Overweight,Meeting,Co-Author,2024-05-09,2024-05-09,"Rajeev Chawla, Shubhaa Chawla, Siddhant Trehan, Aastha Chawla, Chahat Jaggi",Co-Author,American Association of Clinical Endocrinology,,New Orleans,United States,https://www.sciencedirect.com/journal/endocrine-practice/vol/30/issue/5/suppl/S?page-size=100&page=2,17:23,17:23,,2025-04-15,2025-04-15,,,2025-04-15 17:23:29,2025-04-15 17:23:29
DL008333,2023 Diabetes Annual Conference,Evidence to Practice: Clinical Perspective of Diabetes Management with New Generation Insulins,Diabetes,Meeting,Speaker,2023-07-29,2023-07-29,,,American Diabetes Association,Lady Hardinge Medical College,New Delhi,India,https://diabcon.com/wp-content/uploads/2023/07/DIABCON-2023-Program.pdf,17:23,17:23,,2025-04-15,2025-04-15,,,2025-04-15 17:23:29,2025-04-15 17:23:29
DL008333,2025 World Congress of Diabetes,Diabetes Reversal in Real World,Diabetes,Congress,Speaker,2025-02-13,2025-02-16,,,Diabetes in Asia Study Group (DASG),Forum Convention & Celebration Centre,Ahmedabad,India,https://www.youtube.com/watch?v=lJjk0ndZwQ0,17:23,17:23,,2025-04-15,2025-04-15,,,2025-04-15 17:23:29,2025-04-15 17:23:29
DL008333,2025 Webinar on Diabetes in Women: Need for Gender Specific,Diabetes in Women: Need for Gender Specific,Diabetes,Webinar,Speaker,2025-03-08,2025-03-08,,,,,,,https://www.youtube.com/watch?v=VehBOFRuEmM,17:23,17:23,,2025-04-15,2025-04-15,,,2025-04-15 17:23:29,2025-04-15 17:23:29
DL008333,2025 International Diabetes Experts Consortium,Diabetes In Women: Protocols For Evaluation and Management,Diabetes,Meeting,Speaker,2025-07-11,2025-07-11,,,International Diabetes Experts Consortium,,,,https://www.idecpune.com/video.php,17:23,17:23,,2025-04-15,2025-04-15,,,2025-04-15 17:23:29,2025-04-15 17:23:29
